carat,cut,clarity,depth,table,price,x,y,z
0.32,2,6,79,9,842,71,75,51
0.4,3,5,78,69,842,102,107,70
0.3,2,5,88,49,605,68,103,51
0.4,2,2,88,49,842,99,65,51
0.32,2,7,88,29,842,69,71,53
0.4,3,5,78,59,842,103,110,71
0.32,4,6,49,69,842,80,84,43
0.32,3,7,83,59,842,67,73,51
0.4,1,6,101,49,842,98,102,78
0.32,2,6,92,29,842,68,69,54
0.32,2,7,91,39,842,68,71,54
0.4,3,5,65,59,842,110,114,68
0.32,2,6,92,39,842,67,70,54
0.4,3,6,63,69,842,107,110,65
0.4,3,5,61,69,842,110,114,66
0.32,2,2,84,39,605,68,74,51
0.4,2,6,73,49,842,107,110,70
0.4,1,6,103,49,842,96,99,77
0.32,3,7,67,59,842,76,81,49
0.4,1,6,107,39,842,95,99,79
0.4,3,5,84,59,842,106,111,75
0.32,2,7,76,49,842,73,77,51
0.32,2,6,70,39,842,76,80,50
0.4,4,6,83,59,842,101,107,72
0.32,2,6,76,39,842,68,75,49
0.32,2,6,88,49,842,69,73,54
0.32,2,6,90,29,842,69,71,54
0.37,4,7,61,59,843,99,104,60
0.42,4,5,58,49,843,123,126,72
0.41,2,7,92,49,843,99,106,75
0.32,2,7,87,19,843,72,75,55
0.32,2,7,82,19,843,75,76,54
0.4,2,5,94,19,843,104,109,79
0.42,2,2,76,19,843,114,125,78
0.43,4,5,78,39,844,118,120,79
0.46,4,3,88,79,844,120,123,85
0.34,2,6,83,39,844,78,81,56
0.34,2,6,73,29,844,84,87,56
0.3,2,6,88,49,844,60,63,48
0.53,2,3,86,29,844,153,157,105
0.38,2,2,77,29,844,101,103,68
0.38,2,2,72,49,844,101,105,66
0.38,2,2,79,29,844,100,104,69
0.34,2,1,84,29,844,82,86,59
0.3,2,1,90,29,844,61,63,49
0.3,2,1,78,39,844,65,68,46
0.3,2,1,86,49,844,59,62,46
0.3,3,4,83,69,844,64,62,47
0.3,2,4,88,29,844,65,61,49
0.3,3,5,85,89,844,62,59,46
0.3,3,2,84,59,844,68,65,51
0.3,3,4,87,69,844,61,57,46
0.3,2,4,82,39,844,68,64,48
0.3,3,4,73,79,844,62,60,41
0.3,2,5,83,29,844,71,63,49
0.3,3,5,89,59,844,62,60,48
0.3,3,5,68,39,844,68,68,51
0.3,3,5,60,69,844,72,68,41
0.3,3,5,59,59,844,70,68,40
0.3,3,5,68,79,844,71,67,44
0.3,2,2,70,49,844,68,67,51
0.3,2,5,78,39,844,67,64,46
0.3,3,5,67,69,844,69,64,42
0.3,3,5,86,59,844,67,62,49
0.3,2,5,82,29,844,65,63,47
0.3,3,5,85,59,844,65,63,48
0.3,2,5,89,29,844,66,63,50
0.3,2,5,86,29,844,66,64,49
0.3,2,5,84,29,844,64,62,47
0.3,2,5,86,39,844,64,62,48
0.3,2,5,83,29,844,65,62,47
0.3,2,5,88,39,844,65,62,49
0.3,2,5,80,29,844,66,62,46
0.3,2,5,86,49,844,65,61,48
0.3,2,5,88,39,844,65,61,49
0.3,2,5,91,39,844,65,61,50
0.3,2,5,88,29,844,66,61,49
0.3,2,5,85,29,844,63,61,47
0.3,2,5,86,39,844,65,61,48
0.3,3,5,72,59,844,65,61,42
0.3,2,5,89,29,844,64,61,49
0.3,3,5,75,69,844,64,61,43
0.3,2,5,94,39,844,64,60,51
0.3,2,5,83,39,844,64,60,46
0.3,3,5,87,69,844,64,60,48
0.3,2,5,92,49,844,64,60,50
0.3,2,2,94,39,605,68,60,51
0.3,2,5,83,29,844,64,60,46
0.3,2,5,96,39,844,63,59,51
0.3,2,5,86,39,844,63,60,47
0.3,2,5,91,49,844,63,60,49
0.3,2,5,81,49,844,64,60,45
0.3,2,5,91,39,844,63,59,49
0.3,3,5,91,59,844,63,59,49
0.3,2,5,94,19,844,62,59,50
0.3,3,5,87,89,844,63,59,47
0.3,2,5,89,29,844,63,59,48
0.3,3,5,88,69,844,62,58,47
0.3,2,5,90,39,844,61,59,48
0.3,2,5,93,39,844,61,59,49
0.3,2,5,83,29,844,62,59,45
0.3,2,5,88,29,844,62,58,47
0.3,2,5,84,39,844,61,58,45
0.3,2,5,91,49,844,61,58,48
0.3,3,5,94,59,844,61,57,49
0.3,3,5,93,59,844,62,57,49
0.3,3,5,89,69,844,60,58,47
0.3,3,5,88,59,844,60,57,46
0.3,3,5,92,69,844,61,57,48
0.3,2,2,88,29,844,61,56,51
0.3,2,5,89,39,844,62,56,47
0.3,3,5,86,59,844,59,57,45
0.3,2,5,92,39,844,59,56,47
0.3,3,5,94,59,844,59,56,48
0.3,3,5,96,69,844,57,55,48
0.3,3,5,90,79,844,59,55,46
0.3,2,5,92,49,844,60,55,47
0.3,3,5,88,79,844,57,54,44
0.3,2,5,92,49,844,57,55,46
0.3,3,5,97,59,844,55,53,47
0.3,3,5,97,59,844,58,53,48
0.47,1,3,33,99,844,148,140,71
0.37,2,2,70,9,844,105,101,65
0.3,3,5,93,69,844,61,58,49
0.3,2,5,94,39,844,65,60,51
0.3,2,5,92,39,844,64,57,49
0.37,2,7,90,39,844,91,94,68
0.37,2,7,86,19,844,91,94,66
0.37,4,7,59,79,844,100,102,59
0.37,3,7,77,69,844,92,96,63
0.37,4,7,65,89,844,98,102,61
0.41,1,6,104,39,844,103,105,82
0.33,4,5,94,59,463,65,73,55
0.33,2,5,83,49,463,73,80,55
0.33,2,5,92,39,463,70,74,56
0.33,3,5,88,79,463,72,77,56
0.33,4,5,78,89,463,74,77,52
0.33,3,5,79,69,463,71,75,51
0.3,2,6,72,49,464,67,69,45
0.3,2,6,86,39,464,62,64,48
0.34,2,4,88,19,464,83,86,62
0.27,2,4,80,19,464,51,54,39
0.27,2,4,91,39,464,46,48,40
0.29,2,4,92,19,464,54,57,46
0.31,2,2,79,49,464,69,73,50
0.31,2,2,83,29,464,70,73,52
0.31,2,2,81,39,464,67,70,49
0.31,2,2,86,19,464,65,67,50
0.31,2,2,92,29,464,62,66,51
0.31,2,2,89,19,464,68,70,53
0.31,2,2,79,39,464,66,70,48
0.23,4,7,72,89,465,23,26,19
0.23,4,7,81,79,465,29,32,26
0.23,4,7,78,69,465,24,27,22
0.23,4,7,95,69,465,24,25,28
0.23,4,7,48,79,465,35,38,16
0.23,4,7,86,69,465,23,25,24
0.23,4,7,70,49,465,30,36,23
0.23,4,7,79,59,465,26,32,24
0.23,4,6,69,49,465,31,33,22
0.23,4,6,90,69,465,23,26,26
0.3,2,2,85,39,465,64,66,49
0.41,4,6,103,59,845,101,106,81
0.4,4,5,101,59,845,94,97,75
0.4,4,5,92,79,845,97,98,72
0.35,3,4,94,39,845,83,80,63
0.35,4,4,67,39,846,92,95,58
0.34,2,7,88,21,846,78,80,59
0.32,2,5,81,29,846,72,74,52
0.32,2,5,81,29,846,74,78,54
0.32,2,5,79,39,846,77,79,54
0.32,2,5,77,39,846,76,79,53
0.37,2,4,79,39,846,95,96,65
0.27,2,6,85,49,846,47,45,37
0.3,2,7,95,49,605,68,63,51
0.31,1,7,104,29,846,64,60,55
0.31,2,6,84,49,846,66,63,48
0.3,3,1,84,59,846,61,65,47
0.41,2,5,88,59,846,107,110,51
0.41,4,7,99,59,847,102,105,79
0.41,4,6,99,59,847,99,105,78
0.3,4,5,78,59,847,68,106,69
0.4,4,4,80,59,847,105,117,75
0.41,1,4,101,99,847,98,102,78
0.39,1,4,96,89,847,94,98,73
0.42,3,4,80,79,847,108,115,75
0.42,3,5,74,69,847,109,116,73
0.42,2,5,90,39,847,111,113,80
0.42,2,5,76,49,847,113,116,75
0.42,3,4,84,59,847,110,113,77
0.42,4,5,69,89,847,112,115,71
0.42,2,4,88,49,847,111,113,79
0.42,3,5,63,69,847,114,120,70
0.42,2,5,89,39,847,110,115,80
0.42,2,5,92,19,847,109,114,81
0.42,2,5,85,49,847,111,114,78
0.3,2,2,88,39,847,108,112,78
0.42,2,4,82,39,847,113,116,78
0.42,3,5,87,59,847,108,113,78
0.3,2,4,92,39,605,68,110,51
0.42,3,5,74,59,847,114,119,75
0.3,2,5,88,39,847,113,114,78
0.42,2,5,90,19,847,111,113,80
0.42,4,5,69,89,847,110,117,71
0.3,2,2,94,49,605,107,111,80
0.42,2,5,80,39,847,111,115,76
0.42,2,5,86,39,847,112,115,79
0.42,3,4,85,69,847,107,114,77
0.42,3,5,66,59,847,117,121,73
0.3,2,4,88,19,848,65,61,49
0.3,3,4,62,79,848,69,65,40
0.33,4,6,84,9,848,77,81,57
0.34,2,2,81,39,605,68,65,51
0.43,2,6,84,19,848,119,123,83
0.43,2,5,82,19,848,121,124,83
0.3,1,6,111,49,848,58,63,57
0.3,3,4,75,59,848,67,65,45
0.3,2,4,86,39,848,65,61,48
0.3,3,4,65,59,848,70,63,41
0.41,2,5,90,39,848,106,111,78
0.4,4,6,76,59,849,106,114,72
0.39,2,7,76,39,849,105,107,70
0.35,2,7,78,49,849,85,89,59
0.35,2,7,94,9,849,83,86,65
0.4,2,6,78,39,849,110,112,74
0.35,2,6,85,29,849,85,88,62
0.31,1,6,43,99,849,78,85,40
0.44,4,2,97,59,849,113,116,85
0.44,3,2,87,69,849,117,121,83
0.4,4,7,98,29,849,103,105,79
0.43,4,7,96,59,850,111,113,83
0.4,4,5,100,49,850,97,102,77
0.4,4,5,104,29,850,99,103,80
0.4,4,5,91,79,850,97,99,72
0.4,4,5,61,59,850,111,116,67
0.4,4,5,103,49,850,93,98,76
0.3,4,1,91,29,850,62,64,50
0.3,2,7,86,49,850,62,64,48
0.43,2,4,80,39,850,118,121,80
0.33,2,4,91,39,850,72,76,56
0.33,2,4,77,49,850,78,81,54
0.33,2,4,79,39,850,76,79,54
0.46,2,2,87,29,850,128,129,89
0.3,2,1,85,9,850,64,67,49
0.3,2,1,90,39,850,57,60,47
0.44,4,5,96,59,850,110,117,84
0.37,2,5,84,29,851,94,96,67
0.46,2,4,94,18,851,123,126,90
0.46,2,3,89,26,851,126,129,89
0.35,1,4,62,29,851,91,93,55
0.36,4,2,102,49,851,88,86,70
0.36,3,2,69,49,851,97,93,60
0.36,2,2,89,39,851,89,84,64
0.42,2,4,77,49,851,117,114,76
0.42,2,3,89,39,851,114,111,80
0.36,2,2,63,39,851,99,94,58
0.36,2,2,71,39,851,96,92,60
0.36,3,2,72,59,851,95,91,60
0.36,3,2,64,59,851,96,92,57
0.36,3,2,82,59,851,90,87,62
0.36,2,2,83,39,851,95,87,64
0.36,2,2,80,49,851,94,90,63
0.36,2,2,93,39,851,88,86,66
0.36,2,2,88,39,851,92,86,65
0.36,2,2,84,39,851,89,85,62
0.36,2,2,95,49,851,90,85,67
0.36,2,2,95,49,851,90,85,67
0.36,4,2,99,29,851,90,85,69
0.36,3,2,83,69,851,86,83,60
0.3,3,5,88,99,851,58,55,45
0.5,3,0,87,59,851,146,136,96
0.5,0,3,48,116,851,157,148,83
0.3,3,4,74,99,851,61,59,41
0.35,2,4,87,39,851,84,86,62
0.45,4,2,96,59,851,115,119,86
0.4,4,5,64,59,851,111,114,68
0.4,4,4,77,89,851,106,109,71
0.36,2,4,92,29,852,90,92,68
0.36,2,5,78,39,852,90,94,62
0.34,2,7,79,39,852,83,86,58
0.34,2,7,82,39,852,79,82,57
0.36,2,4,85,39,852,87,89,63
0.36,2,4,88,39,852,88,90,65
0.36,3,5,59,59,852,94,99,56
0.36,2,4,84,49,852,85,89,62
0.36,2,5,79,49,852,89,93,62
0.36,2,5,83,49,852,87,89,62
0.3,2,4,88,39,852,68,91,64
0.36,3,4,72,59,852,95,98,62
0.36,3,5,73,59,852,91,94,60
0.36,2,5,86,39,852,87,91,64
0.41,4,2,102,59,852,106,99,80
0.41,3,2,56,99,852,118,116,67
0.33,2,6,94,59,852,67,71,55
0.31,2,5,86,29,852,64,67,50
0.43,2,2,77,49,852,119,121,79
0.45,2,2,88,19,852,126,129,89
0.36,2,1,76,49,852,68,95,51
0.36,3,5,86,59,852,86,89,63
0.36,3,5,78,69,852,88,92,61
0.36,3,4,81,59,852,87,89,61
0.36,3,5,78,59,852,90,93,62
0.43,4,5,92,39,852,115,118,83
0.36,2,5,85,29,852,89,91,64
0.36,2,5,84,39,852,86,88,62
0.36,2,5,74,49,852,88,92,59
0.38,4,7,83,49,853,97,99,68
0.4,4,4,68,39,853,112,116,71
0.39,2,7,82,40,853,101,104,70
0.39,2,7,89,22,853,94,100,71
0.3,2,6,89,39,853,62,63,49
0.38,1,4,102,29,853,92,95,74
0.33,3,1,62,69,853,80,85,49
0.36,2,7,72,59,853,92,97,61
0.31,2,7,78,39,853,68,70,48
0.35,2,6,86,24,853,85,89,63
0.3,2,2,88,79,605,72,74,51
0.31,2,6,83,39,853,65,68,49
0.31,2,6,85,39,853,69,71,52
0.31,2,6,89,29,853,65,67,51
0.31,2,6,93,19,853,64,68,53
0.38,2,5,88,39,853,93,97,69
0.38,2,5,85,22,853,99,100,70
0.39,2,4,90,22,853,97,100,72
0.31,2,1,84,19,853,67,71,51
0.31,2,1,73,89,853,70,71,47
0.35,2,4,92,29,853,83,80,62
0.35,3,5,82,59,853,86,82,59
0.39,4,6,95,59,854,96,100,74
0.42,4,5,89,29,854,111,114,80
0.47,4,4,98,79,854,123,126,92
0.32,2,7,67,69,854,76,77,48
0.4,2,6,91,39,854,98,101,73
0.32,2,6,81,29,854,73,76,53
0.32,2,6,72,49,854,72,74,48
0.33,2,6,79,29,854,79,83,56
0.3,2,6,88,21,854,62,64,49
0.32,2,6,84,29,854,71,74,53
0.32,2,6,91,29,854,68,71,54
0.32,2,6,84,29,854,73,75,54
0.32,2,6,88,9,854,68,74,51
0.4,2,5,89,19,854,103,106,75
0.33,2,5,73,29,854,86,78,54
0.33,2,5,81,39,854,78,74,54
0.33,3,5,90,59,854,75,74,57
0.33,4,5,100,39,854,72,70,59
0.33,2,7,77,49,854,83,79,55
0.33,2,7,90,39,854,77,75,58
0.3,2,2,90,19,605,68,65,58
0.33,2,7,87,29,854,78,76,57
0.33,2,7,85,39,854,75,72,54
0.33,2,7,87,49,854,75,72,55
0.33,3,7,84,59,854,76,73,54
0.33,3,7,92,79,854,73,70,56
0.33,3,4,71,69,854,83,75,51
0.33,2,4,89,19,854,78,76,58
0.33,2,4,91,19,854,79,76,59
0.33,2,4,69,29,854,86,81,53
0.33,3,4,60,69,854,85,82,49
0.33,3,4,87,59,854,77,74,56
0.33,2,4,89,29,854,77,74,57
0.3,2,4,88,39,854,68,74,51
0.33,3,4,73,59,854,80,74,51
0.33,3,4,82,69,854,80,74,55
0.33,2,4,85,39,854,78,75,56
0.33,3,4,69,89,854,79,75,49
0.33,2,4,82,29,854,79,75,55
0.33,2,4,82,19,854,79,75,55
0.33,2,4,87,39,854,79,75,57
0.33,2,4,89,19,854,78,73,57
0.33,3,4,76,69,854,76,74,51
0.33,3,4,87,69,854,76,74,56
0.33,2,2,92,39,854,76,74,51
0.33,2,4,86,39,854,68,65,51
0.33,3,4,81,59,854,77,73,53
0.33,3,4,84,79,854,77,72,54
0.33,3,4,92,69,854,78,72,58
0.3,2,4,88,39,854,68,73,53
0.33,3,4,91,59,854,76,72,57
0.33,2,4,87,29,854,75,72,55
0.33,2,4,84,49,854,76,72,54
0.33,2,4,89,39,854,73,71,55
0.33,2,4,89,39,854,73,71,55
0.33,3,2,86,39,605,68,70,54
0.33,3,4,90,59,854,73,70,55
0.33,3,4,84,59,854,75,70,53
0.33,3,4,88,69,854,73,67,53
0.33,4,4,99,49,854,71,69,58
0.33,3,4,96,59,854,72,69,57
0.33,2,4,91,49,854,73,69,51
0.33,2,4,97,49,854,74,69,58
0.33,3,5,80,59,854,81,76,55
0.33,2,5,80,19,854,80,78,55
0.33,2,5,84,39,854,77,75,55
0.33,3,5,76,59,854,78,75,52
0.33,3,5,69,59,854,78,76,49
0.33,2,5,89,29,854,78,76,58
0.33,2,5,82,49,854,79,76,55
0.33,2,5,87,29,854,77,74,56
0.3,2,5,89,39,854,68,74,51
0.3,2,5,91,39,854,77,74,51
0.33,2,5,91,29,854,78,73,58
0.33,2,5,87,49,854,73,71,54
0.33,2,5,94,29,854,73,71,57
0.33,2,5,91,39,854,76,72,57
0.33,3,5,87,49,854,75,73,55
0.33,3,5,89,69,854,75,70,55
0.33,3,5,92,49,854,74,70,56
0.34,3,5,66,69,854,86,82,52
0.39,3,2,85,49,854,108,101,73
0.33,2,2,88,59,605,72,65,55
0.33,3,5,89,69,854,76,71,56
0.33,2,5,84,29,854,79,76,56
0.33,2,5,91,19,855,68,65,51
0.33,2,5,71,29,855,83,81,53
0.39,4,4,92,49,855,93,99,71
0.3,3,4,94,59,855,68,101,74
0.39,4,7,89,59,855,94,96,69
0.4,2,2,78,29,855,107,112,73
0.5,1,3,121,39,855,122,132,105
0.4,2,2,94,49,855,101,97,74
0.4,3,2,94,59,855,103,99,75
0.4,2,2,88,39,855,105,99,73
0.38,3,2,63,99,855,102,98,60
0.38,3,2,68,79,855,103,96,62
0.38,3,2,92,69,855,95,90,69
0.4,3,3,68,59,855,115,111,70
0.4,1,5,106,19,855,103,99,81
0.4,3,2,95,59,855,100,96,74
0.4,3,2,96,69,855,100,98,75
0.4,3,2,89,99,855,104,101,74
0.4,3,3,97,59,855,105,101,78
0.4,3,3,82,69,855,106,101,71
0.3,2,3,80,29,855,108,105,72
0.4,4,3,100,49,855,99,97,76
0.4,3,3,97,69,855,100,97,75
0.4,3,3,82,49,855,105,99,70
0.4,3,3,79,59,855,107,104,71
0.4,3,3,67,79,855,109,105,66
0.3,2,2,72,39,855,68,111,72
0.4,3,3,87,59,855,104,102,73
0.4,3,3,90,59,855,106,102,75
0.4,3,3,92,59,855,104,100,75
0.4,3,3,85,59,855,105,100,72
0.4,3,3,89,79,855,106,100,74
0.4,2,3,96,39,855,104,101,77
0.4,3,3,84,69,855,105,99,71
0.4,4,3,102,39,855,104,98,79
0.38,4,7,102,39,855,93,87,72
0.38,3,2,82,89,855,97,93,66
0.38,2,2,81,39,855,98,94,66
0.38,2,2,92,49,855,96,93,70
0.38,2,2,77,39,855,102,99,67
0.46,0,5,136,29,855,113,108,101
0.4,2,2,97,39,855,101,96,75
0.33,4,7,87,39,856,75,79,57
0.34,2,5,82,29,856,85,83,59
0.53,2,3,87,19,856,151,154,104
0.37,2,7,92,39,857,87,95,68
0.3,2,6,91,39,857,61,65,50
0.3,2,6,85,39,857,64,66,49
0.3,2,6,94,39,857,57,60,48
0.3,2,2,75,39,465,66,68,46
0.3,2,2,89,39,465,61,63,48
0.23,1,7,87,79,465,26,34,28
0.31,3,2,87,69,465,63,59,47
0.31,4,2,103,29,465,64,61,55
0.31,3,2,77,79,465,69,67,47
0.31,3,2,95,69,465,63,60,51
0.29,2,7,88,39,466,54,65,51
0.32,2,5,91,29,466,70,72,55
0.32,2,5,83,19,466,74,76,54
0.32,2,5,88,9,466,73,76,56
0.25,4,7,101,19,467,29,33,33
0.25,4,6,84,39,467,38,41,32
0.28,2,5,93,19,467,51,53,44
0.28,2,5,87,29,467,51,54,42
0.41,1,0,106,39,467,101,105,82
0.3,3,3,83,99,468,62,59,45
0.31,4,5,84,39,468,67,70,50
0.23,4,4,92,39,468,24,28,27
0.31,2,7,88,40,468,62,64,49
0.32,3,2,90,69,468,72,68,54
0.32,1,0,108,19,468,67,64,59
0.39,3,3,80,59,468,82,234,226
0.23,4,7,49,107,468,35,39,17
0.3,2,1,88,49,605,43,47,34
0.26,4,6,93,59,468,39,42,37
0.26,4,7,92,59,468,35,38,34
0.26,2,6,80,39,468,42,47,34
0.26,3,6,66,69,468,43,48,29
0.26,1,7,101,59,468,35,39,38
0.3,2,6,86,29,857,63,66,49
0.3,2,6,90,9,857,61,63,49
0.3,2,6,86,19,857,65,67,50
0.3,2,2,75,29,857,68,65,80
0.39,2,5,93,19,857,98,101,74
0.3,2,5,77,49,857,65,67,46
0.3,2,4,88,39,857,68,67,51
0.4,0,2,115,59,857,98,94,82
0.4,1,2,110,49,857,99,97,81
0.36,4,7,63,39,858,99,104,61
0.3,4,6,49,89,858,70,73,37
0.4,4,5,97,69,858,101,106,78
0.32,2,7,89,19,858,71,71,55
0.33,2,6,87,29,858,76,81,58
0.34,2,6,79,49,858,86,89,60
0.37,2,4,84,19,858,91,96,67
0.36,1,6,92,107,858,77,82,61
0.29,2,7,88,29,858,58,56,45
0.29,2,6,77,49,858,63,60,43
0.29,2,6,95,29,858,53,51,45
0.43,2,2,89,49,858,114,108,79
0.43,4,3,102,49,858,113,108,85
0.43,1,3,104,29,858,114,111,87
0.43,4,3,102,49,858,112,109,85
0.3,2,3,88,39,605,68,65,51
0.43,4,3,99,69,858,112,111,84
0.31,4,6,82,39,859,68,71,50
0.33,4,6,88,39,859,72,75,55
0.46,4,3,84,29,859,129,133,89
0.35,4,6,86,49,859,81,84,60
0.35,2,1,85,19,859,84,86,61
0.36,3,7,85,69,859,83,87,61
0.4,2,5,89,59,859,99,103,73
0.32,2,6,75,29,860,73,76,50
0.39,3,2,81,99,860,102,99,69
0.39,3,2,59,69,860,112,107,64
0.4,4,4,97,27,861,102,107,79
0.48,2,4,90,19,861,132,137,94
0.33,2,1,95,39,861,70,75,58
0.41,2,2,90,39,861,108,106,77
0.41,4,2,102,49,861,104,101,80
0.41,3,2,96,59,861,105,103,78
0.3,4,6,89,49,862,58,61,47
0.3,4,6,88,39,605,57,58,48
0.3,4,6,73,49,862,68,70,46
0.42,2,7,96,19,862,109,111,82
0.3,2,6,90,49,862,59,62,48
0.3,2,6,80,49,862,63,65,46
0.3,2,6,88,49,605,68,61,49
0.3,2,6,89,49,862,58,60,47
0.3,2,6,88,59,862,59,61,47
0.3,2,6,89,49,862,58,61,47
0.3,2,6,93,39,862,59,61,49
0.3,2,6,91,29,862,62,63,50
0.3,2,6,85,59,862,59,62,46
0.39,2,5,60,59,862,109,112,65
0.36,2,4,69,39,862,96,100,61
0.32,2,4,83,39,862,72,74,53
0.35,2,4,69,49,862,89,92,57
0.33,2,1,80,39,862,77,80,55
0.42,3,3,88,69,862,114,109,79
0.34,3,6,80,59,862,82,79,56
0.31,2,4,88,49,863,66,64,50
0.43,4,5,97,39,863,108,111,82
0.37,4,4,54,113,863,99,102,56
0.3,4,4,69,29,863,68,71,44
0.3,4,4,88,29,863,62,66,49
0.3,4,1,94,39,863,58,60,49
0.41,4,5,96,49,863,104,107,79
0.41,1,5,100,49,863,105,107,81
0.41,2,5,94,49,863,107,110,80
0.41,2,5,78,49,863,107,112,73
0.41,3,5,71,59,863,111,116,72
0.41,4,6,88,39,863,106,108,76
0.41,2,5,79,39,863,111,114,75
0.41,2,4,91,9,863,105,107,77
0.41,3,5,84,69,863,105,108,74
0.41,3,5,81,59,863,110,115,76
0.41,2,5,95,49,863,104,109,79
0.41,2,5,91,49,863,106,109,78
0.41,2,5,76,39,863,111,112,73
0.41,2,5,68,39,863,113,119,72
0.41,4,5,92,39,863,106,108,78
0.41,2,5,86,49,863,106,110,76
0.41,2,5,87,39,863,105,107,75
0.41,2,5,89,39,863,105,110,77
0.3,2,5,88,39,863,68,112,80
0.41,2,5,82,29,863,109,114,76
0.41,2,6,86,29,863,107,110,76
0.41,3,6,83,69,863,106,112,75
0.41,4,6,66,89,863,110,115,69
0.41,2,6,87,39,863,109,113,51
0.41,4,5,79,39,863,110,115,75
0.41,2,6,81,39,863,111,116,77
0.41,2,5,95,39,863,103,109,79
0.41,4,5,94,49,863,102,105,77
0.41,3,5,71,79,863,112,115,72
0.41,2,5,86,39,863,107,110,76
0.41,2,5,77,49,863,105,109,71
0.41,2,5,86,39,863,109,111,77
0.41,2,5,86,49,863,104,109,75
0.41,4,5,96,59,863,100,104,77
0.34,2,6,81,29,863,85,87,60
0.34,2,6,87,19,863,80,83,60
0.34,2,6,89,9,863,80,84,61
0.34,2,6,85,39,863,81,86,60
0.3,2,6,73,39,863,65,76,47
0.31,2,6,79,39,863,67,69,48
0.36,2,4,88,21,863,86,89,64
0.34,2,1,84,19,863,80,84,59
0.3,2,1,88,9,863,68,65,51
0.34,2,1,85,39,863,81,82,59
0.3,2,1,88,39,863,80,82,60
0.34,2,1,86,19,863,82,86,61
0.34,2,1,85,29,863,81,85,60
0.3,2,1,83,29,863,64,66,48
0.3,2,1,84,9,863,63,66,48
0.3,2,1,81,29,863,64,66,47
0.3,2,1,89,29,863,63,66,50
0.3,2,1,92,39,863,68,65,51
0.3,2,1,91,39,863,62,63,50
0.3,2,1,87,49,863,58,60,46
0.3,2,1,92,19,863,62,65,51
0.3,2,1,75,49,863,65,70,46
0.3,2,1,88,39,863,68,66,51
0.3,2,1,80,49,863,66,69,48
0.3,2,1,88,19,863,64,66,50
0.3,2,1,89,29,863,63,65,50
0.3,2,1,77,59,863,63,66,45
0.3,2,1,84,39,863,65,67,49
0.3,2,1,86,29,863,63,67,49
0.3,2,1,91,19,863,63,66,51
0.3,2,1,89,29,863,63,66,50
0.3,2,1,77,39,863,65,67,46
0.3,2,1,83,39,605,68,67,48
0.3,2,1,89,19,863,61,64,49
0.3,2,1,91,39,863,60,63,49
0.3,2,1,82,49,863,61,64,46
0.3,2,1,90,29,863,62,65,50
0.3,2,1,77,49,863,66,70,47
0.3,2,1,89,9,863,61,64,49
0.3,2,1,93,19,863,62,64,51
0.3,2,1,91,29,863,61,64,50
0.3,2,1,87,29,863,64,67,50
0.3,2,1,78,49,863,62,65,45
0.3,2,1,89,49,863,58,60,47
0.5,3,3,92,89,863,133,129,93
0.46,3,3,78,59,863,134,128,86
0.36,2,5,79,49,864,92,87,61
0.32,2,7,92,39,864,70,74,56
0.32,2,7,83,29,864,72,75,53
0.31,2,7,77,29,864,73,76,51
0.3,2,2,88,29,864,68,68,48
0.31,2,7,88,19,864,69,70,53
0.31,2,7,79,39,864,69,70,49
0.31,2,7,70,49,864,70,72,46
0.31,2,7,88,19,864,64,66,50
0.31,2,7,86,19,864,65,67,50
0.46,2,3,90,9,864,126,129,90
0.4,3,2,85,89,864,99,94,68
0.32,3,1,71,59,864,76,72,48
0.32,2,2,76,39,864,68,65,52
0.32,3,1,87,69,864,70,68,52
0.32,2,1,90,49,864,68,66,52
0.4,3,3,64,59,864,116,112,69
0.36,4,1,91,39,865,86,89,66
0.36,4,1,84,39,865,88,93,64
0.36,4,1,76,49,865,89,91,60
0.34,2,4,77,39,865,82,87,57
0.42,2,6,73,49,865,115,119,75
0.31,2,6,79,39,865,69,73,50
0.31,2,6,83,39,865,67,70,50
0.31,2,6,82,29,865,66,69,49
0.31,2,6,81,39,865,69,71,50
0.31,2,6,70,89,865,71,74,47
0.38,2,4,81,39,865,98,101,68
0.38,2,4,88,19,865,96,99,70
0.39,2,1,76,39,865,104,106,69
0.41,4,5,65,59,866,110,113,68
0.38,2,4,90,29,866,94,98,70
0.3,2,6,90,49,866,61,66,50
0.3,2,2,60,39,866,68,108,51
0.38,4,5,71,59,866,98,103,64
0.38,3,5,90,69,866,94,98,70
0.3,2,2,85,39,866,68,65,51
0.38,4,5,73,59,605,97,65,51
0.3,2,5,88,39,605,100,65,51
0.38,3,5,86,59,866,92,95,67
0.38,4,5,73,99,866,96,105,65
0.39,2,2,73,39,866,108,110,70
0.33,3,5,74,59,866,80,76,52
0.4,4,5,104,39,867,97,99,78
0.43,3,5,76,69,867,117,122,78
0.43,4,5,97,69,867,109,114,83
0.43,4,5,59,79,867,119,124,71
0.43,3,4,91,59,867,106,112,79
0.43,3,5,79,69,867,114,117,77
0.43,3,5,80,59,867,115,121,79
0.43,2,5,81,39,867,68,117,78
0.43,3,4,68,69,867,117,129,76
0.43,3,5,91,59,867,112,116,82
0.43,3,5,79,59,867,115,119,78
0.32,2,7,81,29,867,71,75,52
0.32,2,7,88,29,867,70,72,54
0.32,2,6,83,39,867,72,74,53
0.32,2,6,85,29,867,73,77,55
